date,day,weather,student_count,event,food_prepared_kg,food_consumed_kg,waste_kg,meal_type,menu_complexity,crowd_density,cost_per_kg,total_food_cost,waste_cost
2023-09-11,Monday,Rainy,345,,189.56,170.93,18.63,Lunch,Medium,0.9857142857142858,87.30079106000966,16548.737953335432,1626.4137374479799
2023-09-12,Tuesday,Humid,355,Sports Day,203.92,188.44,15.48,Lunch,Medium,1.0142857142857142,79.58759012222161,16229.50137772343,1232.0158950919906
2023-09-13,Wednesday,Rainy,181,,78.93,67.79,11.14,Lunch,Complex,0.5171428571428571,75.36741652780715,5948.750186539819,839.5930201197717
2023-09-14,Thursday,Rainy,207,,114.19,98.03,16.16,Dinner,Medium,0.5914285714285714,79.3792634281326,9064.318090858462,1282.768896998623
2023-09-15,Friday,Humid,343,,171.19,150.02,21.17,Lunch,Simple,0.98,77.33426733261535,13238.853224670422,1637.166439431467
2023-09-16,Saturday,Humid,328,,150.5,113.77,36.73,Breakfast,Medium,0.9371428571428572,37.54018291493414,5649.797528697589,1378.8509184655309
2023-09-17,Sunday,Cloudy,228,Seminar,100.09,82.29,17.81,Breakfast,Complex,0.6514285714285715,42.17740382446206,4221.536348790408,751.1795621136692
2023-09-18,Monday,Cloudy,280,Seminar,151.63,140.95,10.68,Breakfast,Medium,0.8,43.15758008686745,6543.983868571711,460.9229553277443
2023-09-19,Tuesday,Cloudy,227,Seminar,105.15,85.74,19.41,Dinner,Simple,0.6485714285714286,88.76772191956198,9333.925959841943,1722.981482458698
2023-09-20,Wednesday,Humid,266,Sports Day,109.92,87.41,22.51,Lunch,Medium,0.76,87.34944048616372,9601.450498239115,1966.2359053435453
2023-09-21,Thursday,Cloudy,215,,113.64,96.37,17.27,Lunch,Simple,0.6142857142857143,72.9070179828705,8285.153523573403,1259.1042005641734
2023-09-22,Friday,Humid,243,Seminar,120.84,91.49,29.35,Lunch,Simple,0.6942857142857143,74.16142458814579,8961.666547231538,2176.637811662079
2023-09-23,Saturday,Humid,320,Sports Day,162.71,145.28,17.43,Lunch,Simple,0.9142857142857143,78.54198307402852,12779.566065975181,1368.986764980317
2023-09-24,Sunday,Rainy,367,Seminar,218.64,174.92,43.72,Breakfast,Complex,1.0485714285714285,49.71616954649487,10869.943309645638,2173.5909325727557
2023-09-25,Monday,Rainy,237,Seminar,139.68,112.57,27.12,Dinner,Simple,0.6771428571428572,78.50186003745557,10965.139810031795,2128.9704442157954
2023-09-26,Tuesday,Cloudy,154,,67.8,61.3,6.5,Dinner,Complex,0.44,96.33472527616708,6531.494373724127,626.175714295086
2023-09-27,Wednesday,Sunny,381,Fest,202.31,167.84,34.47,Lunch,Complex,1.0885714285714285,89.42914750589007,18092.41083191662,3082.622714528031
2023-09-28,Thursday,Sunny,393,Fest,161.49,150.22,11.27,Dinner,Simple,1.1228571428571428,71.03018391076253,11470.664399749041,800.5101726742937
2023-09-29,Friday,Sunny,180,,92.22,75.08,17.14,Breakfast,Medium,0.5142857142857142,37.95397219044292,3500.115315402646,650.5310833441916
2023-09-30,Saturday,Sunny,337,,182.74,138.37,44.37,Breakfast,Complex,0.9628571428571429,35.3813907248406,6465.595341057371,1569.8723064611772
2023-10-01,Sunday,Humid,364,Fest,183.99,164.24,19.75,Lunch,Complex,1.04,81.16912801929143,14934.307864269433,1603.0902783810059
2023-10-02,Monday,Humid,389,Seminar,197.35,161.68,35.67,Breakfast,Medium,1.1114285714285714,47.470095164099924,9368.22328063512,1693.2582945034444
2023-10-03,Tuesday,Cloudy,369,Fest,193.83,174.5,19.34,Dinner,Simple,1.0542857142857143,71.75361123680338,13908.0024660296,1387.7148413197774
2023-10-04,Wednesday,Cloudy,295,,158.46,145.86,12.6,Breakfast,Simple,0.8428571428571429,48.36233424626401,7663.495484662996,609.3654115029266
2023-10-05,Thursday,Humid,218,,104.8,94.41,10.39,Breakfast,Medium,0.6228571428571429,35.75785066900858,3747.4227501120995,371.5240684509992
2023-10-06,Friday,Cloudy,191,Seminar,101.81,91.74,10.08,Dinner,Medium,0.5457142857142857,78.26173232682639,7967.826968194195,788.87826185441
2023-10-07,Saturday,Rainy,280,,123.09,103.08,20.01,Lunch,Medium,0.8,76.62908566806122,9432.274154881656,1533.348004217905
2023-10-08,Sunday,Humid,319,,174.49,152.21,22.29,Breakfast,Simple,0.9114285714285715,47.35729061772978,8263.37363988767,1055.5940078691967
2023-10-09,Monday,Cloudy,260,,106.04,98.87,7.17,Breakfast,Medium,0.7428571428571429,44.8648379436478,4757.467415544413,321.6808880559547
2023-10-10,Tuesday,Sunny,220,Fest,129.02,116.75,12.27,Lunch,Complex,0.6285714285714286,60.58732685153019,7816.976910384426,743.4065004682755
2023-10-11,Wednesday,Humid,279,,143.79,108.39,35.39,Dinner,Medium,0.7971428571428572,104.98522138093836,15095.824982365126,3715.4269846714083
2023-10-12,Thursday,Sunny,210,Seminar,116.43,100.47,15.96,Lunch,Simple,0.6,70.71517273696836,8233.367561765226,1128.614156882015
2023-10-13,Friday,Rainy,312,Sports Day,172.41,130.62,41.78,Dinner,Simple,0.8914285714285715,99.70403316328816,17189.972357682513,4165.63450556218
2023-10-14,Saturday,Humid,242,Fest,135.91,104.53,31.38,Dinner,Complex,0.6914285714285714,107.63866945992278,14629.171566298104,3377.701447652377
2023-10-15,Sunday,Humid,360,Seminar,209.71,171.99,37.72,Dinner,Complex,1.0285714285714285,90.21454101696247,18918.8913966672,3402.892487159824
2023-10-16,Monday,Cloudy,178,,97.1,72.85,24.26,Dinner,Medium,0.5085714285714286,105.20548240396178,10215.452341424689,2552.285003120113
2023-10-17,Tuesday,Rainy,312,Sports Day,146.79,128.51,18.28,Breakfast,Medium,0.8914285714285715,45.16320683337832,6629.507131071603,825.5834209141557
2023-10-18,Wednesday,Sunny,388,Sports Day,171.14,160.17,10.97,Dinner,Medium,1.1085714285714285,78.25045571878542,13391.782991712935,858.4074992350761
2023-10-19,Thursday,Humid,417,Sports Day,247.53,205.29,42.23,Lunch,Complex,1.1914285714285715,78.28514911499872,19377.922960435633,3305.9818471263957
2023-10-20,Friday,Humid,335,Sports Day,176.06,141.18,34.88,Lunch,Medium,0.9571428571428572,67.03624115527221,11802.400617797224,2338.2240914958948
2023-10-21,Saturday,Humid,317,Sports Day,160.47,149.14,11.33,Lunch,Complex,0.9057142857142857,89.85449616072952,14418.950998912267,1018.0514415010655
2023-10-22,Sunday,Humid,342,,138.19,107.87,30.31,Dinner,Complex,0.9771428571428571,93.27616870387233,12889.833753188117,2827.20067341437
2023-10-23,Monday,Humid,379,Sports Day,196.03,165.22,30.81,Dinner,Simple,1.082857142857143,90.52078626165536,17744.7897308723,2788.9454247216017
2023-10-24,Tuesday,Humid,381,Sports Day,160.56,148.41,12.15,Lunch,Simple,1.0885714285714285,82.99325218458455,13325.396570756895,1008.3680140427023
2023-10-25,Wednesday,Cloudy,286,Seminar,147.71,130.49,17.22,Dinner,Medium,0.8171428571428572,75.09013946662114,11091.56450061461,1293.0522016152158
2023-10-26,Thursday,Cloudy,417,Seminar,206.53,163.73,42.81,Dinner,Complex,1.1914285714285715,79.01794861469622,16319.576927393211,3382.7583801951455
2023-10-27,Friday,Rainy,291,Fest,171.2,136.4,34.8,Dinner,Medium,0.8314285714285714,80.84688952177427,13840.987486127755,2813.4717553577443
2023-10-28,Saturday,Humid,343,Seminar,180.79,165.05,15.74,Lunch,Complex,0.98,61.63789556056925,11143.515138395314,970.18047612336
2023-10-29,Sunday,Cloudy,321,Sports Day,186.3,161.72,24.58,Lunch,Medium,0.9171428571428571,67.11514864248348,12503.552192094672,1649.6903536322436
2023-10-30,Monday,Rainy,267,Seminar,135.89,112.09,23.8,Dinner,Simple,0.7628571428571429,80.97333172458468,11003.466048053811,1927.1652950451155
2023-10-31,Tuesday,Humid,274,Seminar,145.04,135.85,9.18,Lunch,Complex,0.7828571428571428,78.50028198685703,11385.680899373743,720.6325886393475
2023-11-01,Wednesday,Humid,230,Sports Day,106.22,95.08,11.14,Lunch,Simple,0.6571428571428571,67.50543729228416,7170.427549186423,752.0105714360456
2023-11-02,Thursday,Rainy,307,Seminar,149.93,121.06,28.87,Dinner,Complex,0.8771428571428571,85.56837758370173,12829.266851124401,2470.3590608414693
2023-11-03,Friday,Cloudy,183,,85.69,77.33,8.36,Breakfast,Medium,0.5228571428571429,43.548040469318806,3731.6315878159285,364.0616183235052
2023-11-04,Saturday,Sunny,264,Fest,114.9,91.39,23.51,Dinner,Medium,0.7542857142857143,107.67598322184826,12371.970472190365,2531.4623655456526
2023-11-05,Sunday,Cloudy,248,,106.6,89.57,17.03,Breakfast,Simple,0.7085714285714285,47.10202988684945,5021.076385938151,802.1475689730462
2023-11-06,Monday,Sunny,370,Seminar,215.28,175.1,40.17,Lunch,Medium,1.0571428571428572,82.4953370186923,17759.59615338408,3313.8376880408696
2023-11-07,Tuesday,Sunny,265,Fest,144.41,131.19,13.22,Breakfast,Complex,0.7571428571428571,37.72938640352412,5448.500690532917,498.7824882545888
2023-11-08,Wednesday,Rainy,309,,154.29,128.58,25.72,Breakfast,Complex,0.8828571428571429,42.30195288200786,6526.768310164993,1088.0062281252422
2023-11-09,Thursday,Cloudy,174,,92.08,86.22,5.86,Breakfast,Simple,0.49714285714285716,37.84899007201852,3485.1350058314656,221.79508182202855
2023-11-10,Friday,Sunny,317,,172.61,143.91,28.69,Breakfast,Complex,0.9057142857142857,49.90755403767758,8614.542902443527,1431.8477253409699
2023-11-11,Saturday,Rainy,219,Seminar,109.1,84.71,24.39,Breakfast,Complex,0.6257142857142857,47.573764263412365,5190.297681138289,1160.3241103846276
2023-11-12,Sunday,Rainy,333,Seminar,198.4,188.45,9.95,Breakfast,Medium,0.9514285714285714,49.114973725031106,9744.410787046172,488.69398856405945
2023-11-13,Monday,Rainy,408,Seminar,183.23,171.07,12.16,Dinner,Complex,1.1657142857142857,81.13034884456425,14865.513818789506,986.5450419499014
2023-11-14,Tuesday,Rainy,312,Fest,134.7,113.3,21.4,Lunch,Simple,0.8914285714285715,67.90195170117696,9146.392894148536,1453.1017664051867
2023-11-15,Wednesday,Humid,350,Seminar,156.19,141.59,14.6,Dinner,Medium,1.0,78.13167755657844,12203.386717561985,1140.722492326045
2023-11-16,Thursday,Rainy,273,,118.33,99.53,18.8,Breakfast,Simple,0.78,44.692669632328425,5288.483597593422,840.2221890877744
2023-11-17,Friday,Sunny,289,Fest,157.55,128.88,28.67,Breakfast,Medium,0.8257142857142857,45.747122652581766,7207.459173914258,1311.5700064495193
2023-11-18,Saturday,Rainy,345,,171.56,148.86,22.71,Dinner,Medium,0.9857142857142858,97.44442332003409,16717.565264785047,2212.962853597974
2023-11-19,Sunday,Cloudy,174,,83.16,77.83,5.33,Dinner,Complex,0.49714285714285716,108.07659497747811,8987.649638327079,576.0482512299583
2023-11-20,Monday,Cloudy,280,,125.07,100.12,24.95,Lunch,Medium,0.8,61.905771541842036,7742.554846738183,1544.5489999689587
2023-11-21,Tuesday,Humid,197,,111.03,83.84,27.18,Breakfast,Complex,0.5628571428571428,42.05344673209902,4669.1941906649545,1143.0126821784513
2023-11-22,Wednesday,Humid,368,Seminar,211.67,169.95,41.72,Lunch,Medium,1.0514285714285714,60.889667908899035,12888.516006276657,2540.3169451592676
2023-11-23,Thursday,Cloudy,309,Fest,136.66,127.84,8.82,Breakfast,Medium,0.8828571428571429,49.792370373640985,6804.625335261777,439.1687066955135
2023-11-24,Friday,Sunny,260,Seminar,134.49,124.52,9.97,Dinner,Complex,0.7428571428571429,98.11340447896501,13195.271768376006,978.1906426552812
2023-11-25,Saturday,Cloudy,289,Seminar,165.53,151.24,14.28,Breakfast,Complex,0.8257142857142857,38.18959528393622,6321.523707349963,545.3474206546092
2023-11-26,Sunday,Rainy,363,Fest,153.38,138.86,14.52,Breakfast,Medium,1.0371428571428571,39.25447593639551,6020.851519124343,569.9749905964627
2023-11-27,Monday,Rainy,398,Sports Day,202.95,161.18,41.77,Lunch,Simple,1.1371428571428572,85.00575742669784,17251.918469748325,3550.690487713169
2023-11-28,Tuesday,Cloudy,361,Fest,194.67,154.59,40.08,Dinner,Medium,1.0314285714285714,92.41103317121407,17989.65582744024,3703.83420950226
2023-11-29,Wednesday,Cloudy,219,Fest,110.26,95.92,14.33,Dinner,Complex,0.6257142857142857,78.06511622466738,8607.459714931825,1118.6731154994836
2023-11-30,Thursday,Rainy,306,Seminar,141.98,116.75,25.23,Breakfast,Complex,0.8742857142857143,38.77457902334019,5505.21472973384,978.282628758873
2023-12-01,Friday,Sunny,266,Fest,116.0,93.96,22.04,Dinner,Complex,0.76,103.1823815422901,11969.156258905652,2274.1396891920735
2023-12-02,Saturday,Humid,321,Fest,152.46,129.06,23.4,Dinner,Medium,0.9171428571428571,77.80263429545828,11861.789624685569,1820.5816425137236
2023-12-03,Sunday,Rainy,259,Fest,111.81,105.76,6.05,Dinner,Medium,0.74,85.90225196123231,9604.730791785385,519.7086243654554
2023-12-04,Monday,Cloudy,363,Sports Day,186.32,148.28,38.04,Lunch,Complex,1.0371428571428571,87.76166822615885,16351.754023897916,3338.4538593230823
2023-12-05,Tuesday,Rainy,206,Fest,89.87,70.04,19.83,Dinner,Medium,0.5885714285714285,98.93740729184114,8891.504793317763,1961.9287865972096
2023-12-06,Wednesday,Rainy,251,,104.27,85.23,19.04,Lunch,Complex,0.7171428571428572,70.83644301784932,7386.115913471148,1348.725875059851
2023-12-07,Thursday,Sunny,205,,113.38,87.35,26.03,Dinner,Complex,0.5857142857142857,81.90838210506615,9286.7723630724,2132.075186194872
2023-12-08,Friday,Humid,153,,90.11,72.72,17.39,Dinner,Complex,0.43714285714285717,82.73788834832014,7455.511119067128,1438.8118783772873
2023-12-09,Saturday,Cloudy,337,Sports Day,147.19,135.83,11.36,Dinner,Medium,0.9628571428571429,90.75607220262523,13358.386267504407,1030.9889802218227
2023-12-10,Sunday,Rainy,304,Sports Day,178.87,169.35,9.52,Lunch,Medium,0.8685714285714285,64.81590363400838,11593.620683015079,617.0474025957598
2023-12-11,Monday,Rainy,172,,76.61,65.98,10.63,Lunch,Medium,0.49142857142857144,80.17730958155741,6142.383687043113,852.2848008519553
2023-12-12,Tuesday,Rainy,244,Seminar,138.9,106.73,32.18,Lunch,Medium,0.6971428571428572,83.44765179205962,11590.87883391708,2685.3454346684784
2023-12-13,Wednesday,Cloudy,234,,110.65,100.18,10.48,Lunch,Complex,0.6685714285714286,77.5359425512555,8579.352043296421,812.5766779371577
2023-12-14,Thursday,Rainy,224,Sports Day,123.45,103.56,19.89,Dinner,Complex,0.64,85.40605574053089,10543.37758116854,1698.7264486791594
2023-12-15,Friday,Sunny,388,Seminar,178.15,155.86,22.29,Dinner,Simple,1.1085714285714285,97.95967037579572,17451.51527744801,2183.5210526764868
2023-12-16,Saturday,Humid,269,Seminar,143.92,111.07,32.85,Breakfast,Complex,0.7685714285714286,49.666276382974786,7147.970497037731,1631.5371791807218
2023-12-17,Sunday,Sunny,347,,171.68,151.92,19.76,Dinner,Simple,0.9914285714285714,72.51215129253339,12448.886133902133,1432.84010954046
2023-12-18,Monday,Sunny,240,,123.37,93.29,30.08,Lunch,Simple,0.6857142857142857,71.29818616464205,8796.057227131889,2144.6494398324326
2023-12-19,Tuesday,Sunny,189,Fest,82.14,67.84,14.29,Breakfast,Complex,0.54,38.2813439632752,3144.429593143425,547.0404052352026
2023-12-20,Wednesday,Sunny,214,Seminar,122.85,95.73,27.12,Lunch,Medium,0.6114285714285714,70.55332732927732,8667.476262401718,1913.406237170001
2023-12-21,Thursday,Sunny,378,Sports Day,174.5,147.39,27.11,Lunch,Complex,1.08,80.76392405888318,14093.304748275114,2189.509981236323
2023-12-22,Friday,Humid,303,Seminar,161.96,134.72,27.24,Dinner,Complex,0.8657142857142858,79.52746119544979,12880.267615215049,2166.328042964052
2023-12-23,Saturday,Humid,219,Seminar,89.72,74.64,15.08,Dinner,Medium,0.6257142857142857,81.95416444389943,7352.927633906656,1235.8687998140033
2023-12-24,Sunday,Cloudy,324,Fest,183.8,160.29,23.51,Breakfast,Medium,0.9257142857142857,40.8117498111083,7501.1996152817055,959.4842380591562
2023-12-25,Monday,Sunny,334,Seminar,138.52,114.74,23.78,Lunch,Complex,0.9542857142857143,83.13695887671875,11516.131543603082,1976.9968820883719
2023-12-26,Tuesday,Cloudy,390,Fest,164.67,142.39,22.28,Dinner,Complex,1.1142857142857143,76.12010932050931,12534.698401808268,1695.9560356609477
2023-12-27,Wednesday,Humid,288,,131.52,112.81,18.71,Dinner,Complex,0.8228571428571428,93.78741071860716,12334.920257711216,1754.7624545451401
2023-12-28,Thursday,Rainy,321,,143.0,134.89,8.11,Lunch,Medium,0.9171428571428571,86.40816745264036,12356.36794572757,700.7702380409132
2023-12-29,Friday,Sunny,377,Seminar,187.62,150.88,36.75,Dinner,Simple,1.0771428571428572,109.4648042295162,20537.78656954183,4022.8315554347205
2023-12-30,Saturday,Humid,369,Fest,167.45,151.12,16.33,Dinner,Medium,1.0542857142857143,73.67233655951341,12336.43275689052,1203.0692560168538
2023-12-31,Sunday,Sunny,413,Fest,191.86,159.19,32.67,Lunch,Medium,1.18,82.32091917846786,15794.091553580845,2689.4244295605454
2023-01-01,Sunday,Sunny,265,Sports Day,130.29,108.49,21.8,Breakfast,Simple,0.7571428571428571,45.5619791068122,5936.270257826562,993.2511445285061
2023-01-02,Monday,Rainy,179,,99.26,91.61,7.65,Dinner,Complex,0.5114285714285715,90.49858544937561,8982.889591705023,692.3141786877235
2023-01-03,Tuesday,Cloudy,228,,105.63,96.78,8.85,Dinner,Complex,0.6514285714285715,98.49133149574813,10403.639345895874,871.6482837373709
2023-01-04,Wednesday,Cloudy,317,Sports Day,179.16,161.65,17.51,Lunch,Simple,0.9057142857142857,63.842748692826085,11438.066855806721,1117.8865296113847
2023-01-05,Thursday,Cloudy,364,Fest,209.61,194.24,15.36,Dinner,Simple,1.04,98.90041557921114,20730.516109558448,1519.110383296683
2023-01-06,Friday,Cloudy,293,Fest,151.17,121.53,29.64,Dinner,Medium,0.8371428571428572,80.71953735608476,12202.372462119332,2392.527087234352
2023-01-07,Saturday,Rainy,284,Fest,127.9,107.54,20.36,Breakfast,Simple,0.8114285714285714,46.81557761919952,5987.712377495619,953.1651603269023
2023-01-08,Sunday,Rainy,351,Sports Day,180.92,154.35,26.56,Breakfast,Medium,1.002857142857143,43.98845494135519,7958.3912679899795,1168.3333632423937
2023-01-09,Monday,Rainy,370,Sports Day,220.49,198.7,21.79,Lunch,Simple,1.0571428571428572,61.551476811918626,13571.485122259939,1341.2066797317068
2023-01-10,Tuesday,Rainy,380,Fest,212.09,159.23,52.86,Breakfast,Simple,1.0857142857142856,44.329503214935045,9401.844336855575,2343.2575399414663
2023-01-11,Wednesday,Rainy,359,Fest,153.67,129.28,24.39,Dinner,Simple,1.0257142857142858,89.71315037582714,13786.219818253356,2188.103737666424
2023-01-12,Thursday,Sunny,318,,165.02,151.07,13.95,Breakfast,Complex,0.9085714285714286,47.092956416984826,7771.279667930837,656.9467420169383
2023-01-13,Friday,Humid,331,Seminar,155.89,122.97,32.92,Breakfast,Simple,0.9457142857142857,38.440762365645945,5992.530445180546,1265.4698970770646
2023-01-14,Saturday,Humid,150,,87.24,66.69,20.55,Breakfast,Simple,0.42857142857142855,48.571962417299204,4237.418001285182,998.1538276754986
2023-01-15,Sunday,Sunny,182,,95.43,82.89,12.54,Breakfast,Medium,0.52,42.783733901842666,4082.8517262528458,536.508023129107
2023-01-16,Monday,Humid,150,,69.63,59.29,10.34,Dinner,Medium,0.42857142857142855,86.63764040799316,6032.578901608564,895.8332018186493
2023-01-17,Tuesday,Rainy,332,Seminar,177.09,142.13,34.96,Breakfast,Medium,0.9485714285714286,45.05101383474581,7978.084039995136,1574.9834436627136
2023-01-18,Wednesday,Rainy,341,Fest,153.64,134.35,19.29,Breakfast,Complex,0.9742857142857143,47.92588925426417,7363.333625025147,924.4904037147558
2023-01-19,Thursday,Humid,269,Sports Day,124.05,100.6,23.45,Dinner,Medium,0.7685714285714286,73.10615969802616,9068.819110540146,1714.3394449187135
2023-01-20,Friday,Humid,248,Fest,110.58,91.95,18.63,Lunch,Complex,0.7085714285714285,62.39233506477694,6899.344411463034,1162.3692022567943
2023-01-21,Saturday,Humid,273,,146.46,133.8,12.66,Dinner,Complex,0.78,109.68556258425659,16064.547496090221,1388.6192223166884
2023-01-22,Sunday,Rainy,216,Fest,115.32,89.92,25.4,Breakfast,Complex,0.6171428571428571,46.301260127784396,5339.461317936096,1176.0520072457236
2023-01-23,Monday,Sunny,232,Sports Day,126.04,94.7,31.35,Lunch,Medium,0.6628571428571428,63.1429450516295,7958.536794307383,1979.531327368585
2023-01-24,Tuesday,Cloudy,257,,125.31,114.42,10.89,Dinner,Complex,0.7342857142857143,93.37669380121167,11701.033500229834,1016.8721954951951
2023-01-25,Wednesday,Humid,291,Seminar,120.29,101.19,19.1,Lunch,Complex,0.8314285714285714,70.81572908084651,8518.424051135027,1352.5804254441684
2023-01-26,Thursday,Humid,314,Sports Day,168.58,144.91,23.67,Breakfast,Simple,0.8971428571428571,47.71358592904106,8043.556315917743,1129.3805789404018
2023-01-27,Friday,Rainy,294,Seminar,142.63,134.31,8.32,Dinner,Medium,0.84,76.10581506225697,10854.972402329711,633.200381317978
